nr_zmiany;nr_wiersza_csv;id_po_poprawie;kolumna;wartosc_przed;wartosc_po;regula
8496;5011;5010;kwota;3433,26;3433.26;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8497;5012;5011;wspolczynnik;1.014;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8498;5013;5012;wspolczynnik;0,76;0.760;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8499;5014;5013;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8500;5014;5013;wspolczynnik;1.312;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8501;5015;5014;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8502;5015;5014;kwota;4852.77 zł;4852.77;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8503;5016;5015;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8504;5016;5015;kwota;1955,41;1955.41;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8505;5016;5015;wspolczynnik;1.192;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8506;5017;5016;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8507;5017;5016;wspolczynnik;27%;0.270;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8508;5018;5017;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8509;5019;5018;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8510;5019;5018;wspolczynnik;1.013;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8511;5020;5019;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8512;5020;5019;wspolczynnik;1.294;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8513;5021;5020;kwota;342,21;342.21;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8514;5021;5020;wspolczynnik;0,708;0.708;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8515;5022;5021;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8516;5023;5022;miasto;KRAKÓW;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8517;5024;5023;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8518;5025;5024;wspolczynnik;0,366;0.366;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8519;5026;5025;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8520;5026;5025;kwota;1579,80;1579.80;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8521;5026;5025;wspolczynnik;0.79;0.790;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8522;5027;5026;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8523;5027;5026;wspolczynnik;1.455;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8524;5029;5028;wspolczynnik;1,158;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8525;5030;5029;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8526;5030;5029;wspolczynnik;1.045;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8527;5031;5030;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8528;5031;5030;kwota;991,67;991.67;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8529;5032;5031;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8530;5033;5032;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8531;5033;5032;ilosc;361 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8532;5033;5032;wspolczynnik;0,685;0.685;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8533;5034;5033;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8534;5034;5033;wspolczynnik;1.083;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8535;5035;5034;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8536;5035;5034;wspolczynnik;1.234;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8537;5036;5035;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8538;5036;5035;kwota;114,50;114.50;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8539;5036;5035;wspolczynnik;1.491;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8540;5037;5036;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8541;5037;5036;wspolczynnik;1,454;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8542;5038;5037;imie;anna;Anna;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
8543;5038;5037;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8544;5038;5037;kwota;1355.67 zł;1355.67;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8545;5039;5038;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8546;5039;5038;wspolczynnik;1.259;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8547;5040;5039;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8548;5040;5039;wspolczynnik;1.244;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8549;5041;5040;imie;;Brak danych;Brak imienia uzupełniono wartością 'Brak danych'.
8550;5041;5040;nazwisko;Nowak  ;Nowak;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
8551;5041;5040;kwota;3 905.04;3905.04;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8552;5041;5040;wspolczynnik;;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
8553;5042;5041;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8554;5044;5043;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8555;5045;5044;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8556;5045;5044;wspolczynnik;0,7;0.700;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8557;5046;5045;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8558;5046;5045;kwota;3652,28;3652.28;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8559;5046;5045;wspolczynnik;1.142;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8560;5047;5046;wspolczynnik;1.125;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8561;5048;5047;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8562;5049;5048;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8563;5049;5048;wspolczynnik;1,109;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8564;5050;5049;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8565;5051;5050;imie;  Maria ;Maria;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
8566;5051;5050;kwota;3109,04;3109.04;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8567;5051;5050;wspolczynnik;1.335;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8568;5052;5051;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8569;5052;5051;wspolczynnik;1.112;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8570;5053;5052;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8571;5053;5052;wspolczynnik;0,663;0.663;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8572;5054;5053;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8573;5055;5054;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8574;5056;5055;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8575;5056;5055;kwota;2420,46;2420.46;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8576;5056;5055;wspolczynnik;1.344;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8577;5057;5056;nazwisko;WOŹNIAK;Woźniak;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
8578;5057;5056;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8579;5057;5056;wspolczynnik;0,169;0.169;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8580;5058;5057;wspolczynnik;1.441;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8581;5059;5058;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8582;5060;5059;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8583;5060;5059;wspolczynnik;1.118;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8584;5061;5060;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8585;5061;5060;ilosc;;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8586;5061;5060;kwota;984,15 zł;984.15;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8587;5061;5060;wspolczynnik;0,197;0.197;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8588;5062;5061;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8589;5063;5062;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8590;5064;5063;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8591;5065;5064;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8592;5065;5064;wspolczynnik;0,665;0.665;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8593;5066;5065;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8594;5066;5065;kwota;1906,02;1906.02;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8595;5066;5065;wspolczynnik;1.476;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8596;5067;5066;wspolczynnik;1.483;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8597;5069;5068;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8598;5069;5068;wspolczynnik;1,095;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8599;5070;5069;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8600;5070;5069;ilosc;57 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8601;5071;5070;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8602;5071;5070;ilosc;abc;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8603;5071;5070;kwota;4534,27;4534.27;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8604;5072;5071;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8605;5073;5072;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8606;5073;5072;wspolczynnik;1,491;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8607;5074;5073;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8608;5075;5074;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8609;5076;5075;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8610;5076;5075;kwota;;2476.15;Błędną lub pustą kwotę zastąpiono medianą poprawnych wartości: 2476.15.
8611;5077;5076;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8612;5077;5076;wspolczynnik;1,111;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8613;5078;5077;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8614;5079;5078;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8615;5079;5078;wspolczynnik;1.418;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8616;5080;5079;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8617;5080;5079;wspolczynnik;1.433;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8618;5081;5080;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8619;5081;5080;kwota;512,85;512.85;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8620;5081;5080;wspolczynnik;1,239;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8621;5082;5081;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8622;5082;5081;wspolczynnik;1.347;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8623;5083;5082;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8624;5083;5082;wspolczynnik;1.355;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8625;5084;5083;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8626;5084;5083;kwota;3391.66 zł;3391.66;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8627;5084;5083;wspolczynnik;0.72;0.720;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8628;5085;5084;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8629;5085;5084;wspolczynnik;0,363;0.363;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8630;5086;5085;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8631;5086;5085;kwota;636,03;636.03;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8632;5086;5085;wspolczynnik;1.056;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8633;5087;5086;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8634;5088;5087;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8635;5088;5087;wspolczynnik;1.115;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8636;5089;5088;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8637;5089;5088;wspolczynnik;0,849;0.849;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8638;5090;5089;wspolczynnik;1.386;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8639;5091;5090;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8640;5091;5090;kwota;4496,03;4496.03;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8641;5091;5090;wspolczynnik;1.238;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8642;5092;5091;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8643;5092;5091;wspolczynnik;1.074;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8644;5093;5092;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8645;5093;5092;wspolczynnik;1,447;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8646;5094;5093;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8647;5095;5094;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8648;5096;5095;kwota;3223,64;3223.64;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8649;5097;5096;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8650;5097;5096;wspolczynnik;1,044;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8651;5098;5097;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8652;5099;5098;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8653;5100;5099;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8654;5100;5099;wspolczynnik;1.266;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8655;5101;5100;imie;  Paweł ;Paweł;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
8656;5101;5100;kwota;3 815.25;3815.25;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8657;5101;5100;wspolczynnik;0,273;0.273;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8658;5102;5101;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8659;5103;5102;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8660;5105;5104;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8661;5105;5104;wspolczynnik;23%;0.230;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8662;5106;5105;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8663;5106;5105;kwota;2203,74;2203.74;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8664;5107;5106;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8665;5107;5106;ilosc;271 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8666;5107;5106;kwota;877.76 zł;877.76;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8667;5108;5107;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8668;5109;5108;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8669;5109;5108;wspolczynnik;0,558;0.558;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8670;5111;5110;imie;marcin;Marcin;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
8671;5111;5110;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8672;5111;5110;kwota;2270,59;2270.59;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8673;5111;5110;wspolczynnik;0.5;0.500;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8674;5112;5111;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8675;5112;5111;wspolczynnik;0.69;0.690;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8676;5113;5112;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8677;5113;5112;wspolczynnik;0,46;0.460;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8678;5114;5113;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8679;5114;5113;wspolczynnik;1.496;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8680;5115;5114;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8681;5116;5115;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8682;5116;5115;kwota;2725,85;2725.85;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8683;5117;5116;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8684;5117;5116;wspolczynnik;0,732;0.732;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8685;5118;5117;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8686;5118;5117;wspolczynnik;1.319;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8687;5119;5118;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8688;5120;5119;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8689;5120;5119;wspolczynnik;1.063;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8690;5121;5120;nazwisko;KOWALSKI;Kowalski;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
8691;5121;5120;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8692;5121;5120;kwota;3084,95;3084.95;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8693;5121;5120;wspolczynnik;0,35;0.350;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8694;5122;5121;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8695;5122;5121;wspolczynnik;1.322;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8696;5123;5122;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8697;5123;5122;wspolczynnik;0.12;0.120;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8698;5124;5123;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8699;5124;5123;wspolczynnik;1.21;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8700;5125;5124;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8701;5125;5124;wspolczynnik;0,857;0.857;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8702;5126;5125;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8703;5126;5125;kwota;4993,09;4993.09;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8704;5126;5125;wspolczynnik;1.068;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8705;5127;5126;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8706;5127;5126;wspolczynnik;1.471;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8707;5128;5127;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8708;5128;5127;wspolczynnik;1.259;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8709;5129;5128;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8710;5129;5128;wspolczynnik;0,509;0.509;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8711;5130;5129;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8712;5130;5129;kwota;3938.25 zł;3938.25;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8713;5130;5129;wspolczynnik;0.73;0.730;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8714;5131;5130;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
